"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"106","John Carlson","WSH","D","34","1990-01-10","Natick","MA","USA","USA","75","215","2008","WSH","1","27","27"
"375","John Hayden","BUF","C","29","1995-02-14","Chicago","IL","USA","USA","75","223","2013","CHI","3","13","74"
"216","John Klingberg","DAL","D","31","1992-08-14","Gothenburg","","SWE","SWE","75","190","2010","DAL","5","11","131"
"881","John Leonard","S.J","L","25","1998-08-07","Westwood","NJ","USA","USA","71","196","2018","S.J","6","27","182"
"569","John Marino","PIT","D","26","1997-05-21","Brockton","MA","USA","USA","73","181","2015","EDM","6","3","154"
"148","John Moore","BOS","D","33","1990-11-19","Winnetka","IL","USA","USA","75","207","2009","CBJ","1","21","21"
"135","John Tavares","TOR","C","33","1990-09-20","Mississauga","ON","CAN","CAN","73","216","2009","NYI","1","1","1"
"790","Johnathan Kovacevic","WPG","D","26","1997-07-12","Niagara Falls","ON","CAN","CAN","76","208","2017","WPG","3","12","74"
"230","Johnny Gaudreau","CGY","L","30","1993-08-13","Salem","NJ","USA","USA","69","165","2011","CGY","4","13","104"
"897","Jon Lizotte","MIN","D","29","1994-11-10","Grand Forks","ND","USA","USA","73","212","-","-","-","-","-"
"186","Jon Merrill","MIN","D","32","1992-02-03","Oklahoma City","OK","USA","USA","75","204","2010","N.J","2","8","38"
"725","Jonah Gadjovich","S.J","L","25","1998-10-12","Whitby","ON","CAN","CAN","74","209","2017","VAN","2","24","55"
"268","Jonas Brodin","MIN","D","30","1993-07-12","Karlstad","","SWE","SWE","74","196","2011","MIN","1","10","10"
"742","Jonas Rondbjerg","VGK","R","24","1999-03-31","Horsholm","","DNK","DNK","74","203","2017","VGK","3","3","65"
"513","Jonas Siegenthaler","N.J","D","26","1997-05-06","Zurich","","CHE","CHE","74","218","2015","WSH","2","27","57"
"652","Jonathan Dahlen","S.J","C","26","1997-12-20","Ostersund","","SWE","SWE","71","180","2016","OTT","2","12","42"
"410","Jonathan Drouin","MTL","L","28","1995-03-28","Ste-Agathe","QC","CAN","CAN","71","198","2013","T.B","1","3","3"
"261","Jonathan Huberdeau","FLA","C, L","30","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","200","2011","FLA","1","3","3"
"282","Jonathan Marchessault","VGK","C","33","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","183","-","-","-","-","-"
"60","Jonathan Toews","CHI","C","35","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"372","Jonny Brodzinski","NYR","C","30","1993-06-19","Ham Lake","MN","USA","USA","72","212","2013","L.A","5","27","148"
"211","Joonas Donskoi","SEA","R","31","1992-04-13","Raahe","","FIN","FIN","72","185","2010","FLA","4","9","99"
"104","Jordan Eberle","SEA","C, R","33","1990-05-15","Regina","SK","CAN","CAN","71","190","2008","EDM","1","22","22"
"520","Jordan Greenway","MIN","L","27","1997-02-16","Canton","NY","USA","USA","78","231","2015","MIN","2","20","50"
"865","Jordan Gross","COL","D","28","1995-05-09","Maple Grove","MN","USA","USA","70","190","-","-","-","-","-"
"862","Jordan Harris","MTL","D","23","2000-07-07","Haverhill","MA","USA","USA","71","189","2018","MTL","3","9","71"
"658","Jordan Kyrou","STL","C","25","1998-05-05","Toronto","ON","CAN","CAN","73","196","2016","STL","2","5","35"
"325","Jordan Martinook","CAR","L","31","1992-07-25","Brandon","MB","CAN","CAN","72","196","2012","PHX","2","28","58"
"434","Jordan Oesterle","DET","D","31","1992-06-25","Dearborn Heights","MI","USA","USA","72","187","-","-","-","-","-"
"934","Jordan Spence","L.A","D","23","2001-02-24","Manly","","AUS","AUS","70","180","2019","L.A","4","2","95"
"56","Jordan Staal","CAR","C","35","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"124","Jordie Benn","MIN","D","36","1987-07-26","Victoria","BC","CAN","CAN","74","201","-","-","-","-","-"
"235","Joseph Cramarossa","MIN","C","31","1992-10-26","Toronto","ON","CAN","CAN","73","190","2011","ANA","3","4","65"
"339","Josh Anderson","MTL","R","29","1994-05-07","Burlington","ON","CAN","CAN","75","218","2012","CBJ","4","4","95"
"226","Josh Archibald","EDM","R","31","1992-10-06","Regina","SK","CAN","CAN","70","176","2011","PIT","6","23","174"
"100","Josh Bailey","NYI","C, R","34","1989-10-02","Bowmanville","ON","CAN","CAN","73","200","2008","NYI","1","9","9"
"373","Josh Brown","BOS, OTT","D","30","1994-01-21","London","ON","CAN","CAN","77","220","2013","FLA","6","1","152"
"243","Josh Leivo","CAR","L","30","1993-05-26","Innisfil","ON","CAN","CAN","74","192","2011","TOR","3","25","86"
"651","Josh Mahura","ANA","D","25","1998-05-05","St. Albert","AB","CAN","CAN","72","185","2016","ANA","3","24","85"
"224","Josh Manson","ANA, COL","D","32","1991-10-07","Hinsdale","IL","USA","CAN","75","218","2011","ANA","6","9","160"
"419","Josh Morrissey","WPG","D","28","1995-03-28","Calgary","AB","CAN","CAN","72","185","2013","WPG","1","13","13"
"770","Josh Norris","OTT","C","24","1999-05-05","Oxford","MI","USA","USA","74","195","2017","S.J","1","19","19"
"873","Josiah Slavin","CHI","L","25","1998-12-31","Erie","CO","USA","USA","75","189","2018","CHI","7","7","193"
"471","Juho Lammikko","VAN","L","28","1996-01-29","Noormarkku","","FIN","FIN","74","191","2014","FLA","3","5","65"
"321","Jujhar Khaira","CHI","L","29","1994-08-13","Surrey","BC","CAN","CAN","76","212","2012","EDM","3","2","63"
"623","Julien Gauthier","NYR","R","26","1997-10-15","Pointe-aux-Trembles","QC","CAN","CAN","76","224","2016","CAR","1","21","21"
"401","Justin Bailey","VAN","R","28","1995-07-01","Buffalo","NY","USA","USA","76","214","2013","BUF","2","22","52"
"967","Justin Barron","COL, MTL","D","22","2001-11-15","Halifax","NS","CAN","CAN","74","201","2020","COL","1","25","25"
"66","Justin Braun","NYR, PHI","D","37","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"716","Justin Danforth","CBJ","R","31","1993-03-15","Oshawa","ON","CAN","CAN","69","190","-","-","-","-","-"
"170","Justin Dowling","VAN","C","33","1990-10-01","Calgary","AB","CAN","CAN","70","180","-","-","-","-","-"
"188","Justin Faulk","STL","D","32","1992-03-20","South St.Paul","MN","USA","USA","72","214","2010","CAR","2","7","37"
"178","Justin Holl","TOR","D","32","1992-01-30","Tonka Bay","MN","USA","USA","75","197","2010","CHI","2","24","54"
"108","Justin Schultz","WSH","D","33","1990-07-06","Kelowna","BC","CAN","CAN","74","190","2008","ANA","2","13","43"
"866","Juuso Riikola","PIT","D","30","1993-11-09","Joensuu","","FIN","","72","189","-","-","-","-","-"
"722","Juuso Valimaki","CGY","D","25","1998-10-06","Tampere","","FIN","FIN","74","205","2017","CGY","1","16","16"
"833","K'Andre Miller","NYR","D","24","2000-01-21","St. Paul","MN","USA","USA","77","215","2018","NYR","1","22","22"
"917","Kaapo Kakko","NYR","R","23","2001-02-13","Turku","","FIN","FIN","74","206","2019","NYR","1","2","2"
"904","Kaedan Korczak","VGK","D","23","2001-01-29","Yorkton","SK","CAN","CAN","75","202","2019","VGK","2","10","41"
"723","Kailer Yamamoto","EDM","R","25","1998-09-29","Spokane","WA","USA","USA","68","153","2017","EDM","1","22","22"
"636","Kale Clague","L.A, MTL","D","25","1998-06-05","Regina","SK","CAN","CAN","72","190","2016","L.A","2","21","51"
"864","Karson Kuhlman","BOS, SEA","C","28","1995-09-26","Esko","MN","USA","USA","70","184","-","-","-","-","-"
"683","Kasper Bjorkqvist","PIT","R","26","1997-07-10","Espoo","","FIN","FIN","73","198","2016","PIT","2","31","61"
"459","Kasperi Kapanen","PIT","R","27","1996-07-23","Kuopio","","FIN","FIN","73","194","2014","PIT","1","22","22"
"532","Keegan Kolesar","VGK","R","26","1997-04-08","Brandon","MB","CAN","CAN","74","217","2015","CBJ","3","8","69"
"39","Keith Yandle","PHI","D","37","1986-09-09","Boston","MA","USA","USA","73","192","2005","PHX","4","14","105"
"994","Kent Johnson","CBJ","C","21","2002-10-18","Port Moody","BC","CAN","CAN","72","175","2021","CBJ","1","5","5"
"852","Kevin Bahl","N.J","D","23","2000-06-27","New Westminster","BC","CAN","CAN","78","230","-","-","-","-","-"
"164","Kevin Connauton","FLA, PHI","D","34","1990-02-23","Edmonton","AB","CAN","CAN","74","205","2009","VAN","3","22","83"
"449","Kevin Fiala","MIN","L","27","1996-07-22","St. Gallen","","CHE","CHE","70","204","2014","NSH","1","11","11"
"192","Kevin Hayes","PHI","C, R","31","1992-05-08","Dorchester","MA","USA","USA","77","216","2010","CHI","1","24","24"
"494","Kevin Labanc","S.J","R","28","1995-12-12","Brooklyn","NY","USA","USA","71","185","2014","S.J","6","21","171"
"610","Kevin Rooney","NYR","C","30","1993-05-21","Canton","MA","USA","USA","74","190","-","-","-","-","-"
"67","Kevin Shattenkirk","ANA","D","35","1989-01-29","New Rochelle","NY","USA","USA","72","212","2007","COL","1","14","14"
"579","Kevin Stenlund","CBJ","C","27","1996-09-20","Huddinge","","SWE","SWE","77","215","2015","CBJ","2","28","58"
"818","Kiefer Sherwood","COL","L","28","1995-03-31","Columbus","OH","USA","USA","72","194","-","-","-","-","-"
"640","Kieffer Bellows","NYI","L","25","1998-06-10","Edina","MN","USA","USA","73","195","2016","NYI","1","19","19"
"902","Kirby Dach","CHI","C","23","2001-01-21","Fort Saskatchewan","AB","CAN","CAN","76","212","2019","CHI","1","3","3"
"587","Kirill Kaprizov","MIN","L","26","1997-04-26","Novokuznetsk","","RUS","RUS","70","202","2015","MIN","5","14","135"
"1000","Kirill Semyonov","TOR","C","29","1994-10-27","Omsk","","RUS","RUS","72","171","-","-","-","-","-"
"745","Klim Kostin","STL","C","24","1999-05-05","Penza","","RUS","RUS","75","215","2017","STL","1","31","31"
"730","Kole Lind","SEA","R","25","1998-10-16","Swift Current","SK","CAN","CAN","73","178","2017","VAN","2","2","33"
"600","Kole Sherwood","NSH","R","27","1997-01-22","Columbus","OH","USA","USA","73","212","-","-","-","-","-"
"37","Kris Letang","PIT","D","36","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"38","Kris Russell","EDM","D","36","1987-05-02","Caroline","AB","CAN","CAN","70","170","2005","CBJ","3","6","67"
"812","Kristian Reichel","WPG","C","25","1998-06-11","Most","","CZE","CZE","72","168","-","-","-","-","-"
"741","Kristian Vesalainen","WPG","L","24","1999-06-01","Helsinki","","FIN","FIN","75","207","2017","WPG","1","24","24"
"713","Kristians Rubins","TOR","D","26","1997-12-11","Jurmala","","LVA","LVA","77","227","-","-","-","-","-"
"283","Kurtis Gabriel","CHI","R","30","1993-04-20","Newmarket","ON","CAN","CAN","76","212","2013","MIN","3","20","81"
"351","Kurtis MacDermid","COL","D","29","1994-03-25","Sauble Beach","ON","CAN","CAN","77","233","-","-","-","-","-"
"363","Kyle Burroughs","VAN","D","28","1995-07-12","Vancouver","BC","CAN","CAN","72","193","2013","NYI","7","15","196"
"557","Kyle Capobianco","ARI","D","26","1997-08-13","Mississauga","ON","CAN","CAN","74","201","2015","ARI","3","2","63"
"132","Kyle Clifford","STL, TOR","L","33","1991-01-13","Ayr","ON","CAN","CAN","74","217","2009","L.A","2","5","35"
"512","Kyle Connor","WPG","L","27","1996-12-09","Shelby Twp.","MI","USA","USA","74","179","2015","WPG","1","17","17"
"612","Kyle Criscuolo","DET","C","31","1992-05-05","Southampton","NJ","USA","USA","69","175","-","-","-","-","-"
"49","Kyle Okposo","BUF","R","35","1988-04-16","St. Paul","MN","USA","USA","72","218","2006","NYI","1","7","7"
"130","Kyle Palmieri","NYI","C, R","33","1991-02-01","Smithtown","NY","USA","USA","71","198","2009","ANA","1","26","26"
"244","Kyle Rau","MIN","C","31","1992-10-24","Eden Prairie","MN","USA","USA","69","171","2011","FLA","3","30","91"
"76","Kyle Turris","EDM","C","34","1989-08-14","New Westminster","BC","CAN","CAN","73","190","2007","PHX","1","3","3"
"601","Lane Pederson","S.J","C","26","1997-08-04","Saskatoon","SK","CAN","CAN","72","192","-","-","-","-","-"
"91","Lars Eller","WSH","C","34","1989-05-08","Rodovre","","DNK","DNK","74","205","2007","STL","1","13","13"
"924","Lassi Thomson","OTT","D","23","2000-09-24","Tampere","","FIN","FIN","72","190","2019","OTT","1","19","19"
"395","Laurent Dauphin","MTL","C","28","1995-03-27","Repentigny","QC","CAN","CAN","72","186","2013","PHX","2","9","39"
"556","Lawson Crouse","ARI","L","26","1997-06-23","Mt. Brydges","ON","CAN","CAN","76","215","2015","FLA","1","11","11"
"51","Leo Komarov","NYI","R","37","1987-01-23","Narva","","EST","FIN","71","205","2006","TOR","6","27","180"
"442","Leon Draisaitl","EDM","C","28","1995-10-27","Cologne","","DEU","DEU","74","208","2014","EDM","1","3","3"
"849","Liam Foudy","CBJ","C","24","2000-02-04","Toronto","ON","CAN","CAN","74","188","2018","CBJ","1","18","18"
"350","Liam O'Brien","ARI","C","29","1994-07-29","Halifax","NS","CAN","CAN","73","213","-","-","-","-","-"
"775","Lias Andersson","L.A","C","25","1998-10-13","Smogen","","SWE","SWE","73","185","2017","NYR","1","7","7"
"624","Libor Hajek","NYR","D","26","1998-02-04","Smrcek","","CZE","CZE","74","209","2016","T.B","2","7","37"
"691","Linus Hogberg","PHI","D","25","1998-09-04","Stockholm","","SWE","SWE","73","176","2016","PHI","5","18","139"
"983","Linus Sandin","PHI","R","27","1996-05-19","Uppsala","","SWE","SWE","73","209","-","-","-","-","-"
"645","Logan Brown","STL","C","26","1998-03-05","Raleigh","NC","USA","USA","78","218","2016","OTT","1","11","11"
"72","Logan Couture","S.J","C","34","1989-03-28","Guelph","ON","CAN","CAN","73","206","2007","S.J","1","9","9"
"890","Logan O'Connor","COL","R","27","1996-08-14","Missouri City","TX","USA","USA","72","175","-","-","-","-","-"
"241","Logan Shaw","OTT","R","31","1992-10-05","Glace Bay","NS","CAN","CAN","75","208","2011","FLA","3","15","76"
"654","Logan Stanley","WPG","D","25","1998-05-26","Waterloo","ON","CAN","CAN","79","242","2016","WPG","1","18","18"
"13","Loui Eriksson","ARI","L","38","1985-07-17","Gothenburg","","SWE","SWE","74","179","2003","DAL","2","3","33"
"688","Lucas Carlsson","FLA","D","26","1997-07-05","Gävle","","SWE","SWE","72","189","2016","CHI","4","19","110"
"618","Lucas Johansen","WSH","D","26","1997-11-16","Vancouver","BC","CAN","CAN","74","176","2016","WSH","1","28","28"
"960","Lucas Raymond","DET","L","21","2002-03-28","Gothenburg","","SWE","SWE","71","176","2020","DET","1","4","4"
"970","Lukas Reichel","CHI","L","21","2002-05-17","Nürnberg","","DEU","DEU","72","170","2020","CHI","1","17","17"
"580","Lukas Vejdemo","MTL","C","28","1996-01-25","Stockholm","","SWE","SWE","73","198","2015","MTL","3","26","87"
"288","Luke Glendening","DAL","C","34","1989-04-28","Grand Rapids","MI","USA","USA","71","190","-","-","-","-","-"
"615","Luke Kunin","NSH","C","26","1997-12-04","Chesterfield","MO","USA","USA","72","197","2016","MIN","1","15","15"
"99","Luke Schenn","VAN","D","34","1989-11-02","Saskatoon","SK","CAN","CAN","74","225","2008","TOR","1","5","5"
"123","Luke Witkowski","DET","D","33","1990-04-14","Holland","MI","USA","USA","74","210","2008","T.B","6","9","160"
"753","MacKenzie Entwistle","CHI","R","24","1999-07-14","Georgetown","ON","CAN","CAN","75","184","2017","ARI","3","7","69"
"319","Mackenzie MacEachern","STL","L","30","1994-03-09","Bloomfield Hills","MI","USA","USA","74","193","2012","STL","3","6","67"
"366","MacKenzie Weegar","FLA","D","30","1994-01-07","Ottawa","ON","CAN","CAN","72","206","2013","FLA","7","25","206"
"402","Madison Bowey","VAN","D","28","1995-04-22","Winnipeg","MB","CAN","CAN","73","207","2013","WSH","2","23","53"
"1002","Marc McLaughlin","BOS","C","24","1999-07-26","North Billerica","MA","USA","USA","72","203","-","-","-","-","-"
"32","Marc Staal","DET","D","37","1987-01-13","Thunder Bay","ON","CAN","CAN","76","208","2005","NYR","1","12","12"
"36","Marc-Edouard Vlasic","S.J","D","36","1987-03-30","Montreal","QC","CAN","CAN","73","205","2005","S.J","2","5","35"
"961","Marco Rossi","MIN","C","22","2001-09-23","Feldkirch","","AUT","AUT","69","182","2020","MIN","1","9","9"
"112","Marco Scandella","STL","D","34","1990-02-23","Montreal","QC","CAN","CAN","75","212","2008","MIN","2","25","55"
"157","Marcus Foligno","MIN","L","32","1991-08-10","Buffalo","NY","USA","CAN","75","226","2009","BUF","4","13","104"
"129","Marcus Johansson","SEA, WSH","L","33","1990-10-06","Landskrona","","SWE","SWE","73","203","2009","WSH","1","24","24"
"465","Marcus Pettersson","PIT","D","27","1996-05-08","Skellefteå","","SWE","SWE","75","177","2014","ANA","2","8","38"
"797","Marian Studenic","DAL, N.J","L, R","25","1998-10-28","Skalica","","SVK","SVK","73","190","2017","N.J","5","19","143"
"727","Mario Ferraro","S.J","D","25","1998-09-17","Toronto","ON","CAN","CAN","72","209","2017","S.J","2","18","49"
"119","Mark Borowiecki","NSH","D","34","1989-07-12","Ottawa","ON","CAN","CAN","74","204","2008","OTT","5","18","139"
"475","Mark Friedman","PIT","D","28","1995-12-25","Toronto","ON","CAN","CAN","71","185","2014","PHI","3","26","86"
"18","Mark Giordano","SEA, TOR","D","40","1983-10-03","Toronto","ON","CAN","CAN","72","205","-","-","-","-","-"
"300","Mark Jankowski","BUF","C","29","1994-09-13","Hamilton","ON","CAN","CAN","76","212","2012","CGY","1","21","21"
"808","Mark Kastelic","OTT","C","25","1999-03-11","Phoenix","AZ","USA","","75","233","2019","OTT","5","1","125"
"206","Mark Pysyk","BUF","D","32","1992-01-11","Sherwood Park","AB","CAN","CAN","73","198","2010","BUF","1","23","23"
"265","Mark Scheifele","WPG","C","31","1993-03-15","Kitchener","ON","CAN","CAN","75","198","2011","WPG","1","7","7"
"217","Mark Stone","VGK","R","31","1992-05-13","Winnipeg","MB","CAN","CAN","75","217","2010","OTT","6","28","178"
"628","Markus Niemelainen","EDM","D","25","1998-06-08","Kuopio","","FIN","FIN","78","190","2016","EDM","3","2","63"
"597","Markus Nutivaara","FLA","D","29","1994-06-06","Oulu","","FIN","FIN","73","187","2015","CBJ","7","8","189"
"822","Martin Fehervary","WSH","D","24","1999-10-06","Bratislava","","SVK","SVK","74","199","2018","WSH","2","15","46"
"327","Martin Frk","L.A","R","30","1993-10-05","Pelhrimov","","CZE","CZE","73","210","2012","DET","2","19","49"
"835","Martin Kaut","COL","R","24","1999-10-02","Brno","","CZE","CZE","74","190","2018","COL","1","16","16"
"761","Martin Necas","CAR","C","25","1999-01-15","Nove Mesto na Morave","","CZE","CZE","74","189","2017","CAR","1","12","12"
"595","Mason Appleton","SEA, WPG","C","28","1996-01-15","Green Bay","WI","USA","USA","75","197","2015","WPG","6","17","168"
"382","Mason Geertsen","N.J","D","28","1995-04-19","Drayton Valley","AB","CAN","CAN","76","227","2013","COL","4","2","93"
"603","Mason Marchment","FLA","L","28","1995-06-18","Uxbridge","ON","CAN","","76","210","-","-","-","-","-"
"999","Mason McTavish","ANA","C","21","2003-01-30","Zurich","","CHE","CHE","72","213","2021","ANA","1","3","3"
"720","Mason Shaw","MIN","C","25","1998-11-03","Lloydminster","AB","CAN","CAN","70","184","2017","MIN","4","4","97"
"539","Mathew Barzal","NYI","C","26","1997-05-26","Coquitlam","BC","CAN","CAN","73","190","2015","NYI","1","16","16"
"555","Mathieu Joseph","OTT, T.B","R","27","1997-02-09","Laval","QC","CAN","CAN","73","187","2015","T.B","4","29","120"
"709","Mathieu Olivier","NSH","R","27","1997-02-11","Biloxi","MS","USA","USA","73","217","-","-","-","-","-"
"61","Mathieu Perreault","MTL","C","36","1988-01-05","Drummondville","QC","CAN","CAN","70","189","2006","WSH","6","24","177"
"947","Matias Maccelli","ARI","L","23","2000-10-14","Turku","","FIN","FIN","71","176","2019","ARI","4","5","98"
"176","Mats Zuccarello","MIN","C, R","36","1987-09-01","Oslo","","NOR","NOR","68","181","-","-","-","-","-"
"919","Matt Boldy","MIN","L","22","2001-04-05","Milford","MA","USA","USA","74","201","2019","MIN","1","12","12"
"137","Matt Duchene","NSH","C","33","1991-01-16","Haliburton","ON","CAN","CAN","71","195","2009","COL","1","3","3"
"294","Matt Dumba","MIN","D","29","1994-07-25","Regina","SK","CAN","CAN","72","181","2012","MIN","1","7","7"
"313","Matt Grzelcyk","BOS","D","30","1994-01-05","Charlestown","MA","USA","USA","70","176","2012","BOS","3","24","85"
"174","Matt Irwin","WSH","D","36","1987-11-29","Victoria","BC","CAN","CAN","74","200","-","-","-","-","-"
"990","Matt Kiersted","FLA","D","25","1998-04-14","ELK RIVER","MN","USA","USA","72","181","-","-","-","-","-"
"707","Matt Luff","NSH","R","26","1997-05-05","Oakville","ON","CAN","CAN","74","196","-","-","-","-","-"
"120","Matt Martin","NYI","L","34","1989-05-08","Windsor","ON","CAN","CAN","75","220","2008","NYI","5","27","148"
"255","Matt Nieto","S.J","L","31","1992-11-05","Long Beach","CA","USA","USA","71","187","2011","S.J","2","17","47"
"598","Matt Roy","L.A","D","29","1995-03-01","Detroit","MI","USA","USA","73","205","2015","L.A","7","13","194"
"287","Matt Tennyson","NSH","D","33","1990-04-23","Minneapolis","MN","USA","USA","74","205","-","-","-","-","-"
"342","Matthew Benning","NSH","D","29","1994-05-25","Edmonton","AB","CAN","CAN","73","203","2012","BOS","6","24","175"
"502","Matthew Highmore","VAN","C","28","1996-02-27","Halifax","NS","CAN","CAN","71","188","-","-","-","-","-"
"221","Matthew Peca","STL","C","30","1993-04-27","Petawawa","ON","CAN","CAN","70","181","2011","T.B","7","20","201"
"613","Matthew Tkachuk","CGY","L","26","1997-12-11","Scottsdale","AZ","USA","USA","74","201","2016","CGY","1","6","6"
"156","Mattias Ekholm","NSH","D","33","1990-05-24","Borlange","","SWE","SWE","76","215","2009","NSH","4","11","102"
"378","Mattias Janmark","VGK","C","31","1992-12-08","Stockholm","","SWE","SWE","73","205","2013","DET","3","18","79"
"918","Mattias Norlinder","MTL","D","23","2000-04-12","Kramfors","","SWE","SWE","72","185","2019","MTL","3","2","64"
"830","Mattias Samuelsson","BUF","D","24","2000-03-14","Philadelphia","PA","USA","USA","76","231","2018","BUF","2","1","32"
"995","Matty Beniers","SEA","C","21","2002-11-05","Hingham","MA","USA","USA","74","178","2021","SEA","1","2","2"
"757","Max Comtois","ANA","L","25","1999-01-08","Longueuil","QC","CAN","CAN","74","210","2017","ANA","2","19","50"
"418","Max Domi","CAR, CBJ","C","29","1995-03-02","Winnipeg","MB","CAN","CAN","70","194","2013","PHX","1","12","12"
"647","Max Jones","ANA","L","26","1998-02-17","Rochester","MI","USA","USA","75","216","2016","ANA","1","24","24"
"225","Max McCormick","SEA","L","31","1992-05-01","De Pere","WI","USA","USA","71","188","2011","OTT","6","20","171"
"86","Max Pacioretty","VGK","L","35","1988-11-20","New Canaan","CT","USA","USA","74","217","2007","MTL","1","22","22"
"485","Max Willman","PHI","C","29","1995-02-13","Barnstable","MA","USA","USA","72","184","2014","BUF","5","1","121"
"697","Maxim Mamin","FLA","C","29","1995-01-13","Moscow","","RUS","RUS","74","206","2016","FLA","6","24","175"
"617","Maxime Lajoie","CAR","D","26","1997-11-05","Quebec City","QC","CAN","CAN","73","196","2016","OTT","5","12","133"
"476","Michael Amadio","TOR, VGK","C","27","1996-05-13","Sault Ste. Marie","ON","CAN","CAN","73","204","2014","L.A","3","30","90"
"484","Michael Bunting","TOR","L","28","1995-09-17","Scarborough","ON","CAN","CAN","72","192","2014","ARI","4","27","117"
"705","Michael Carcone","ARI","L","27","1996-05-19","Ajax","ON","CAN","CAN","69","170","-","-","-","-","-"
"444","Michael Dal Colle","NYI","L","27","1996-06-20","Richmond Hill","ON","CAN","CAN","75","195","2014","NYI","1","5","5"
"103","Michael Del Zotto","OTT","D","33","1990-06-24","Stouffville","ON","CAN","CAN","72","195","2008","NYR","1","20","20"
"702","Michael Eyssimont","WPG","C","27","1996-09-09","Littleton","CO","USA","USA","72","180","2016","L.A","5","21","142"
"389","Michael McCarron","NSH","R","29","1995-03-07","Grosse Pointe","MI","USA","USA","78","232","2013","MTL","1","25","25"
"671","Michael McLeod","N.J","C","26","1998-02-03","Mississauga","ON","CAN","CAN","74","190","2016","N.J","1","12","12"
"694","Michael Pezzetta","MTL","L","26","1998-03-13","Toronto","ON","CAN","CAN","73","210","2016","MTL","6","9","160"
"360","Michael Raffl","DAL","L","35","1988-12-01","Villach","","AUT","AUT","73","205","-","-","-","-","-"
"733","Michael Rasmussen","DET","C","24","1999-04-17","Vancouver","BC","CAN","CAN","78","211","2017","DET","1","9","9"
"218","Michael Sgarbossa","WSH","C","31","1992-07-25","Campbellville","ON","CAN","CAN","72","179","-","-","-","-","-"
"113","Michael Stone","CGY","D","33","1990-06-07","Winnipeg","MB","CAN","CAN","75","210","2008","PHX","3","8","69"
"681","Michal Kempny","WSH","D","33","1990-09-08","Hodonin","","CZE","CZE","73","192","-","-","-","-","-"
"264","Mika Zibanejad","NYR","C","30","1993-04-18","Huddinge","","SWE","SWE","74","202","2011","OTT","1","6","6"
"84","Mikael Backlund","CGY","C","35","1989-03-17","Vasteras","","SWE","SWE","72","206","2007","CGY","1","24","24"
"208","Mikael Granlund","NSH","C","32","1992-02-26","Oulu","","FIN","FIN","70","185","2010","MIN","1","9","9"
"989","Mike Hardman","CHI","L","25","1999-02-05","HANOVER","MA","USA","USA","74","205","-","-","-","-","-"
"127","Mike Hoffman","MTL","C","34","1989-11-24","Kitchener","ON","CAN","CAN","72","190","2009","OTT","5","9","130"
"302","Mike Matheson","PIT","D","30","1994-02-27","Pointe-Claire","QC","CAN","CAN","74","193","2012","FLA","1","23","23"
"246","Mike Reilly","BOS","D","30","1993-07-13","Chicago","IL","USA","USA","73","196","2011","CBJ","4","7","98"
"780","Mike Vecchione","WSH","R","31","1993-02-25","Saugus","MA","USA","USA","70","193","-","-","-","-","-"
"736","Mikey Anderson","L.A","D","24","1999-05-25","Fridley","MN","USA","USA","72","195","2017","L.A","4","10","103"
"698","Mikhail Maltsev","COL","L","26","1998-03-12","St. Petersburg","","RUS","RUS","75","198","2016","N.J","4","11","102"
"668","Mikhail Sergachev","T.B","D","25","1998-06-25","Nizhnekamsk","","RUS","RUS","73","217","2016","MTL","1","9","9"
"524","Mikko Rantanen","COL","R","27","1996-10-29","Nousiainen","","FIN","FIN","76","215","2015","COL","1","10","10"
"52","Milan Lucic","CGY","L","35","1988-06-07","Vancouver","BC","CAN","CAN","75","240","2006","BOS","2","20","50"
"383","Miles Wood","N.J","L","28","1995-09-13","Buffalo","NY","USA","USA","74","195","2013","N.J","4","9","100"
"759","Miro Heiskanen","DAL","D","24","1999-07-18","Espoo","","FIN","FIN","73","195","2017","DAL","1","3","3"
"957","Mitchell Chaffee","MIN","R","26","1998-01-26","Rockford","MI","USA","USA","73","201","-","-","-","-","-"
"560","Mitchell Marner","TOR","C, R","26","1997-05-05","Markham","ON","CAN","CAN","72","181","2015","TOR","1","4","4"
"558","Mitchell Stephens","DET","C","27","1997-02-05","Peterborough","ON","CAN","CAN","71","190","2015","T.B","2","3","33"
"801","Morgan Barron","NYR, WPG","C","25","1998-12-02","Halifax","NS","CAN","CAN","76","220","2017","NYR","6","19","174"
"755","Morgan Frost","PHI","C","24","1999-05-14","Aurora","ON","CAN","CAN","71","170","2017","PHI","1","27","27"
"731","Morgan Geekie","SEA","C","25","1998-07-20","Strathclair","MB","CAN","CAN","75","200","2017","CAR","3","5","67"
