"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"770","Kaiden Guhle","MTL","D","22","2002-01-18","Edmonton","AB","CAN","CAN","74","205","2020","MTL","1","16","16"
"532","Kailer Yamamoto","SEA","R","25","1998-09-29","Spokane","WA","USA","USA","68","153","2017","EDM","1","22","22"
"472","Kale Clague","BUF","D","25","1998-06-05","Regina","SK","CAN","CAN","72","190","2016","L.A","2","21","51"
"332","Kasperi Kapanen","STL","R","27","1996-07-23","Kuopio","","FIN","FIN","73","194","2014","PIT","1","22","22"
"395","Keegan Kolesar","VGK","R","27","1997-04-08","Brandon","MB","CAN","CAN","74","217","2015","CBJ","3","8","69"
"833","Kent Johnson","CBJ","C","21","2002-10-18","Port Moody","BC","CAN","CAN","72","175","2021","CBJ","1","5","5"
"643","Kevin Bahl","N.J","D","23","2000-06-27","New Westminster","BC","CAN","CAN","78","230","-","-","-","-","-"
"323","Kevin Fiala","L.A","L","27","1996-07-22","St. Gallen","","CHE","CHE","70","204","2014","NSH","1","11","11"
"124","Kevin Hayes","STL","R","31","1992-05-08","Dorchester","MA","USA","USA","77","216","2010","CHI","1","24","24"
"877","Kevin Korchinski","CHI","D","19","2004-06-21","Saskatoon","SK","CAN","CAN","73","185","2022","CHI","1","7","7"
"363","Kevin Labanc","S.J","R","28","1995-12-12","Brooklyn","NY","USA","USA","71","185","2014","S.J","6","21","171"
"452","Kevin Rooney","CGY","C","30","1993-05-21","Canton","MA","USA","USA","74","190","-","-","-","-","-"
"36","Kevin Shattenkirk","BOS","D","35","1989-01-29","New Rochelle","NY","USA","USA","72","212","2007","COL","1","14","14"
"432","Kevin Stenlund","FLA","C","27","1996-09-20","Huddinge","","SWE","SWE","77","215","2015","CBJ","2","28","58"
"613","Kiefer Sherwood","NSH","L","29","1995-03-31","Columbus","OH","USA","USA","72","194","-","-","-","-","-"
"696","Kirby Dach","MTL","C","23","2001-01-21","Fort Saskatchewan","AB","CAN","CAN","76","212","2019","CHI","1","3","3"
"438","Kirill Kaprizov","MIN","L","26","1997-04-26","Novokuznetsk","","RUS","RUS","70","202","2015","MIN","5","14","135"
"656","Kirill Marchenko","CBJ","R","23","2000-07-21","Barnaul","","RUS","RUS","75","197","2018","CBJ","2","18","49"
"553","Klim Kostin","DET, S.J","C","24","1999-05-05","Penza","","RUS","RUS","75","215","2017","STL","1","31","31"
"539","Kole Lind","SEA","R","25","1998-10-16","Swift Current","SK","CAN","CAN","73","178","2017","VAN","2","2","33"
"19","Kris Letang","PIT","D","36","1987-04-24","Montreal","QC","CAN","CAN","72","201","2005","PIT","3","1","62"
"244","Kurtis MacDermid","COL, N.J","D, L","30","1994-03-25","Sauble Beach","ON","CAN","CAN","77","233","-","-","-","-","-"
"251","Kyle Burroughs","S.J","D","28","1995-07-12","Vancouver","BC","CAN","CAN","72","193","2013","NYI","7","15","196"
"377","Kyle Connor","WPG","L","27","1996-12-09","Shelby Twp.","MI","USA","USA","74","179","2015","WPG","1","17","17"
"685","Kyle MacLean","NYI","C","24","1999-04-29","","","USA","","73","190","-","-","-","-","-"
"24","Kyle Okposo","BUF, FLA","R","36","1988-04-16","St. Paul","MN","USA","USA","72","218","2006","NYI","1","7","7"
"74","Kyle Palmieri","NYI","C","33","1991-02-01","Smithtown","NY","USA","USA","71","198","2009","ANA","1","26","26"
"808","Landon Slaggert","CHI","L","21","2002-06-25","","","USA","","72","180","2020","CHI","3","17","79"
"875","Lane Hutson","MTL","D","20","2004-02-14","","","USA","","69","158","2022","MTL","2","30","62"
"51","Lars Eller","PIT","C","34","1989-05-08","Rodovre","","DNK","DNK","74","205","2007","STL","1","13","13"
"416","Lawson Crouse","ARI","L","26","1997-06-23","Mt. Brydges","ON","CAN","CAN","76","215","2015","FLA","1","11","11"
"906","Leo Carlsson","ANA","C","19","2004-12-26","","","SWE","","75","194","2023","ANA","1","2","2"
"318","Leon Draisaitl","EDM","C","28","1995-10-27","Cologne","","DEU","DEU","74","208","2014","EDM","1","3","3"
"641","Liam Foudy","CBJ, NSH","C","24","2000-02-04","Toronto","ON","CAN","CAN","74","188","2018","CBJ","1","18","18"
"243","Liam O'Brien","ARI","C","29","1994-07-29","Halifax","NS","CAN","CAN","73","213","-","-","-","-","-"
"885","Liam Ohgren","MIN","L","20","2004-01-28","","","SWE","","72","187","2022","MIN","1","19","19"
"665","Linus Karlsson","VAN","C","24","1999-11-16","Eksjö","","SWE","SWE","73","178","2018","S.J","3","25","87"
"873","Logan Cooley","ARI","C","19","2004-05-04","Pittsburgh","PA","USA","USA","70","174","-","-","-","-","-"
"40","Logan Couture","S.J","C","35","1989-03-28","Guelph","ON","CAN","CAN","73","206","2007","S.J","1","9","9"
"847","Logan Mailloux","MTL","D","-","-","-","-","-","-","-","-","-","-","-","-","-"
"866","Logan Morrison","SEA","C","21","2002-07-09","","","CAN","","72","179","-","-","-","-","-"
"683","Logan O'Connor","COL","R","27","1996-08-14","Missouri City","TX","USA","USA","72","175","-","-","-","-","-"
"841","Logan Stankoven","DAL","C","21","2003-02-26","Kamloops","BC","CAN","CAN","67","170","2021","DAL","2","15","47"
"485","Logan Stanley","WPG","D","25","1998-05-26","Waterloo","ON","CAN","CAN","79","242","2016","WPG","1","18","18"
"347","Louie Belpedio","PHI","D","27","1996-05-14","Skokie","IL","USA","USA","71","197","2014","MIN","3","20","80"
"758","Louis Crevier","CHI","D","22","2001-05-04","Quebec City","QC","CAN","CAN","72","196","2020","CHI","7","2","188"
"874","Luca Del Bel Belluz","CBJ","C","-","-","-","-","-","-","-","-","-","-","-","-","-"
"892","Lucas Condotta","MTL","L","26","1997-06-19","Georgetown","ON","CAN","CAN","73","223","-","-","-","-","-"
"459","Lucas Johansen","WSH","D","26","1997-11-16","Vancouver","BC","CAN","CAN","74","176","2016","WSH","1","28","28"
"768","Lucas Raymond","DET","L","22","2002-03-28","Gothenburg","","SWE","SWE","71","176","2020","DET","1","4","4"
"793","Lukas Cormier","VGK","D","22","2002-03-27","","","CAN","","71","185","2020","VGK","3","6","68"
"786","Lukas Reichel","CHI","L","21","2002-05-17","Nürnberg","","DEU","DEU","72","170","2020","CHI","1","17","17"
"755","Lukas Rousek","BUF","R","24","1999-04-20","Ostrov Nad Ohri","","CZE","CZE","71","171","2019","BUF","6","5","160"
"797","Luke Evangelista","NSH","R","22","2002-02-21","Toronto","ON","CAN","CAN","72","183","2020","NSH","2","11","42"
"191","Luke Glendening","T.B","C","34","1989-04-28","Grand Rapids","MI","USA","USA","71","190","-","-","-","-","-"
"839","Luke Hughes","N.J","D","20","2003-09-09","Manchester","NH","USA","USA","74","184","2021","N.J","1","4","4"
"456","Luke Kunin","S.J","C","26","1997-12-04","Chesterfield","MO","USA","USA","72","197","2016","MIN","1","15","15"
"56","Luke Schenn","NSH","D","34","1989-11-02","Saskatoon","SK","CAN","CAN","74","225","2008","TOR","1","5","5"
"560","MacKenzie Entwistle","CHI","R","24","1999-07-14","Georgetown","ON","CAN","CAN","75","184","2017","ARI","3","7","69"
"219","Mackenzie MacEachern","STL","L","30","1994-03-09","Bloomfield Hills","MI","USA","USA","74","193","2012","STL","3","6","67"
"252","MacKenzie Weegar","CGY","D","30","1994-01-07","Ottawa","ON","CAN","CAN","72","206","2013","FLA","7","25","206"
"844","Mackie Samoskevich","FLA","R","21","2002-11-15","Newtown","CT","USA","USA","71","191","2021","FLA","1","24","24"
"900","Maksymilian Szuber","ARI","D","21","2002-08-25","","","POL","","75","190","2022","ARI","6","2","163"
"811","Marat Khusnutdinov","MIN","C","21","2002-07-17","","","RUS","","71","176","2020","MIN","2","6","37"
"754","Marc Del Gaizo","NSH","D","24","1999-10-11","Basking Ridge","NJ","USA","USA","71","188","2019","NSH","4","16","109"
"871","Marc Johnstone","PIT","R","27","1996-06-19","","","USA","","72","181","-","-","-","-","-"
"869","Marc McLaughlin","BOS","C","24","1999-07-26","North Billerica","MA","USA","USA","72","203","-","-","-","-","-"
"15","Marc Staal","PHI","D","37","1987-01-13","Thunder Bay","ON","CAN","CAN","76","208","2005","NYR","1","12","12"
"18","Marc-Edouard Vlasic","S.J","D","37","1987-03-30","Montreal","QC","CAN","CAN","73","205","2005","S.J","2","5","35"
"769","Marco Rossi","MIN","C","22","2001-09-23","Feldkirch","","AUT","AUT","69","182","2020","MIN","1","9","9"
"64","Marco Scandella","STL","D","34","1990-02-23","Montreal","QC","CAN","CAN","75","212","2008","MIN","2","25","55"
"95","Marcus Foligno","MIN","L","32","1991-08-10","Buffalo","NY","USA","CAN","75","226","2009","BUF","4","13","104"
"73","Marcus Johansson","MIN","L","33","1990-10-06","Landskrona","","SWE","SWE","73","203","2009","WSH","1","24","24"
"338","Marcus Pettersson","PIT","D","27","1996-05-08","Skellefteå","","SWE","SWE","75","177","2014","ANA","2","8","38"
"536","Mario Ferraro","S.J","D","25","1998-09-17","Toronto","ON","CAN","CAN","72","209","2017","S.J","2","18","49"
"595","Marián Studenic","SEA","R","25","1998-10-28","Skalica","","SVK","SVK","73","190","2017","N.J","5","19","143"
"349","Mark Friedman","VAN","D","28","1995-12-25","Toronto","ON","CAN","CAN","71","185","2014","PHI","3","26","86"
"7","Mark Giordano","TOR","D","40","1983-10-03","Toronto","ON","CAN","CAN","72","205","-","-","-","-","-"
"201","Mark Jankowski","NSH","C","29","1994-09-13","Hamilton","ON","CAN","CAN","76","212","2012","CGY","1","21","21"
"606","Mark Kastelic","OTT","C","25","1999-03-11","Phoenix","AZ","USA","","75","233","2019","OTT","5","1","125"
"175","Mark Scheifele","WPG","C","31","1993-03-15","Kitchener","ON","CAN","CAN","75","198","2011","WPG","1","7","7"
"146","Mark Stone","VGK","R","31","1992-05-13","Winnipeg","MB","CAN","CAN","75","217","2010","OTT","6","28","178"
"891","Marshall Rifai","TOR","D","26","1998-03-16","","","CAN","","72","185","-","-","-","-","-"
"617","Martin Fehervary","WSH","D","24","1999-10-06","Bratislava","","SVK","SVK","74","199","2018","WSH","2","15","46"
"567","Martin Necas","CAR","C","25","1999-01-15","Nove Mesto na Morave","","CZE","CZE","74","189","2017","CAR","1","12","12"
"666","Martin Pospisil","CGY","C","24","1999-11-19","Zvolen","","SVK","SVK","74","173","2018","CGY","4","12","105"
"443","Mason Appleton","WPG","C","28","1996-01-15","Green Bay","WI","USA","USA","75","197","2015","WPG","6","17","168"
"826","Mason Lohrei","BOS","D","23","2001-01-17","","","USA","","77","211","2020","BOS","2","27","58"
"448","Mason Marchment","DAL","L","28","1995-06-18","Uxbridge","ON","CAN","","76","210","-","-","-","-","-"
"851","Mason McTavish","ANA","C","21","2003-01-30","Zurich","","CHE","CHE","72","213","2021","ANA","1","3","3"
"689","Mason Morelli","VGK","L","28","1996-02-01","","","USA","","73","198","-","-","-","-","-"
"530","Mason Shaw","MIN","C","25","1998-11-03","Lloydminster","AB","CAN","CAN","70","184","2017","MIN","4","4","97"
"401","Mathew Barzal","NYI","C","26","1997-05-26","Coquitlam","BC","CAN","CAN","73","190","2015","NYI","1","16","16"
"415","Mathieu Joseph","OTT","R","27","1997-02-09","Laval","QC","CAN","CAN","73","187","2015","T.B","4","29","120"
"523","Mathieu Olivier","CBJ","R","27","1997-02-11","Biloxi","MS","USA","USA","73","217","-","-","-","-","-"
"750","Matias Maccelli","ARI","L","23","2000-10-14","Turku","","FIN","FIN","71","176","2019","ARI","4","5","98"
"110","Mats Zuccarello","MIN","R","36","1987-09-01","Oslo","","NOR","NOR","68","181","-","-","-","-","-"
"714","Matt Boldy","MIN","L","23","2001-04-05","Milford","MA","USA","USA","74","201","2019","MIN","1","12","12"
"838","Matt Coronato","CGY","R","21","2002-11-14","Greenlawn","NY","USA","USA","70","183","2021","CGY","1","13","13"
"79","Matt Duchene","DAL","C","33","1991-01-16","Haliburton","ON","CAN","CAN","71","195","2009","COL","1","3","3"
"195","Matt Dumba","ARI, T.B","D","29","1994-07-25","Regina","SK","CAN","CAN","72","181","2012","MIN","1","7","7"
"213","Matt Grzelcyk","BOS","D","30","1994-01-05","Charlestown","MA","USA","USA","70","176","2012","BOS","3","24","85"
"68","Matt Martin","NYI","L","34","1989-05-08","Windsor","ON","CAN","CAN","75","220","2008","NYI","5","27","148"
"167","Matt Nieto","PIT","L","31","1992-11-05","Long Beach","CA","USA","USA","71","187","2011","S.J","2","17","47"
"821","Matt Rempe","NYR","C","21","2002-06-29","Calgary","AB","CAN","CAN","80","240","2020","NYR","6","10","165"
"445","Matt Roy","L.A","D","29","1995-03-01","Detroit","MI","USA","USA","73","205","2015","L.A","7","13","194"
"887","Matt Savoie","BUF","C","20","2004-01-01","St. Albert","AB","CAN","CAN","69","179","2022","BUF","1","9","9"
"237","Matthew Benning","S.J","D","29","1994-05-25","Edmonton","AB","CAN","CAN","73","203","2012","BOS","6","24","175"
"369","Matthew Highmore","OTT","C","28","1996-02-27","Halifax","NS","CAN","CAN","71","188","-","-","-","-","-"
"827","Matthew Kessel","STL","D","23","2000-06-23","Phoenix","AZ","USA","USA","74","205","2020","STL","5","26","150"
"845","Matthew Knies","TOR","L","21","2002-10-17","Phoenix","AZ","USA","USA","74","210","2021","TOR","2","25","57"
"515","Matthew Phillips","PIT, WSH","R","26","1998-04-06","Calgary","AB","CAN","CAN","67","140","2016","CGY","6","15","166"
"886","Matthew Poitras","BOS","C","20","2004-03-10","Ajax","ON","CAN","CAN","71","176","2022","BOS","2","22","54"
"454","Matthew Tkachuk","FLA","L","26","1997-12-11","Scottsdale","AZ","USA","USA","74","201","2016","CGY","1","6","6"
"94","Mattias Ekholm","EDM","D","33","1990-05-24","Borlange","","SWE","SWE","76","215","2009","NSH","4","11","102"
"262","Mattias Janmark","EDM","C","31","1992-12-08","Stockholm","","SWE","SWE","73","205","2013","DET","3","18","79"
"625","Mattias Samuelsson","BUF","D","24","2000-03-14","Philadelphia","PA","USA","USA","76","231","2018","BUF","2","1","32"
"834","Matty Beniers","SEA","C","21","2002-11-05","Hingham","MA","USA","USA","74","178","2021","SEA","1","2","2"
"796","Mavrik Bourque","DAL","C","22","2002-01-08","Plessisville","QC","CAN","CAN","70","185","2020","DAL","1","30","30"
"563","Max Comtois","CAR","L","25","1999-01-08","Longueuil","QC","CAN","CAN","74","210","2017","ANA","2","19","50"
"296","Max Domi","TOR","C","29","1995-03-02","Winnipeg","MB","CAN","CAN","70","194","2013","PHX","1","12","12"
"479","Max Jones","ANA","L","26","1998-02-17","Rochester","MI","USA","USA","75","216","2016","ANA","1","24","24"
"458","Max Lajoie","TOR","D","26","1997-11-05","Quebec City","QC","CAN","CAN","73","196","2016","OTT","5","12","133"
"151","Max McCormick","SEA","L","31","1992-05-01","De Pere","WI","USA","USA","71","188","2011","OTT","6","20","171"
"49","Max Pacioretty","WSH","L","35","1988-11-20","New Canaan","CT","USA","USA","74","217","2007","MTL","1","22","22"
"358","Max Willman","N.J","C","29","1995-02-13","Barnstable","MA","USA","USA","72","184","2014","BUF","5","1","121"
"744","Maxence Guenette","OTT","D","22","2001-04-28","L'Ancienne-Lorette","QC","CAN","CAN","73","181","2019","OTT","7","1","187"
"752","Maxwell Crozier","T.B","D","23","2000-04-19","","","CAN","","73","197","2019","T.B","4","27","120"
"350","Michael Amadio","VGK","R","27","1996-05-13","Sault Ste. Marie","ON","CAN","CAN","73","204","2014","L.A","3","30","90"
"357","Michael Bunting","CAR, PIT","L","28","1995-09-17","Scarborough","ON","CAN","CAN","72","192","2014","ARI","4","27","117"
"519","Michael Carcone","ARI","L","27","1996-05-19","Ajax","ON","CAN","CAN","69","170","-","-","-","-","-"
"518","Michael Eyssimont","T.B","C","27","1996-09-09","Littleton","CO","USA","USA","72","180","2016","L.A","5","21","142"
"655","Michael Kesselring","ARI","D","24","2000-01-13","New Hampton","NH","USA","USA","76","190","2018","EDM","6","9","164"
"271","Michael McCarron","NSH","R","29","1995-03-07","Grosse Pointe","MI","USA","USA","78","232","2013","MTL","1","25","25"
"497","Michael McLeod","N.J","C","26","1998-02-03","Mississauga","ON","CAN","CAN","74","190","2016","N.J","1","12","12"
"513","Michael Pezzetta","MTL","L","26","1998-03-13","Toronto","ON","CAN","CAN","73","210","2016","MTL","6","9","160"
"542","Michael Rasmussen","DET","C","25","1999-04-17","Vancouver","BC","CAN","CAN","78","211","2017","DET","1","9","9"
"147","Michael Sgarbossa","WSH","C","31","1992-07-25","Campbellville","ON","CAN","CAN","72","179","-","-","-","-","-"
"174","Mika Zibanejad","NYR","C","30","1993-04-18","Huddinge","","SWE","SWE","74","202","2011","OTT","1","6","6"
"47","Mikael Backlund","CGY","C","35","1989-03-17","Vasteras","","SWE","SWE","72","206","2007","CGY","1","24","24"
"138","Mikael Granlund","S.J","C","32","1992-02-26","Oulu","","FIN","FIN","70","185","2010","MIN","1","9","9"
"820","Mikael Pyyhtia","CBJ","L","22","2001-12-17","Turku","","FIN","FIN","72","166","2020","CBJ","4","21","114"
"72","Mike Hoffman","S.J","C","34","1989-11-24","Kitchener","ON","CAN","CAN","72","190","2009","OTT","5","9","130"
"203","Mike Matheson","MTL","D","30","1994-02-27","Pointe-Claire","QC","CAN","CAN","74","193","2012","FLA","1","23","23"
"162","Mike Reilly","FLA, NYI","D","30","1993-07-13","Chicago","IL","USA","USA","73","196","2011","CBJ","4","7","98"
"545","Mikey Anderson","L.A","D","24","1999-05-25","Fridley","MN","USA","USA","72","195","2017","L.A","4","10","103"
"495","Mikhail Sergachev","T.B","D","25","1998-06-25","Nizhnekamsk","","RUS","RUS","73","217","2016","MTL","1","9","9"
"389","Mikko Rantanen","COL","R","27","1996-10-29","Nousiainen","","FIN","FIN","76","215","2015","COL","1","10","10"
"26","Milan Lucic","BOS","L","35","1988-06-07","Vancouver","BC","CAN","CAN","75","240","2006","BOS","2","20","50"
"266","Miles Wood","COL","L","28","1995-09-13","Buffalo","NY","USA","USA","74","195","2013","N.J","4","9","100"
"896","Milos Kelemen","ARI","L","24","1999-07-06","Svolen","","SVK","SVK","74","210","-","-","-","-","-"
"566","Miro Heiskanen","DAL","D","24","1999-07-18","Espoo","","FIN","FIN","73","195","2017","DAL","1","3","3"
"764","Mitchell Chaffee","T.B","R","26","1998-01-26","Rockford","MI","USA","USA","73","201","-","-","-","-","-"
"418","Mitchell Marner","TOR","R","26","1997-05-05","Markham","ON","CAN","CAN","72","181","2015","TOR","1","4","4"
"417","Mitchell Stephens","MTL","C","27","1997-02-05","Peterborough","ON","CAN","CAN","71","190","2015","T.B","2","3","33"
"602","Morgan Barron","WPG","C","25","1998-12-02","Halifax","NS","CAN","CAN","76","220","2017","NYR","6","19","174"
"562","Morgan Frost","PHI","C","24","1999-05-14","Aurora","ON","CAN","CAN","71","170","2017","PHI","1","27","27"
"540","Morgan Geekie","BOS","C","25","1998-07-20","Strathclair","MB","CAN","CAN","75","200","2017","CAR","3","5","67"
"193","Morgan Rielly","TOR","D","30","1994-03-09","Vancouver","BC","CAN","CAN","73","222","2012","TOR","1","5","5"
"707","Moritz Seider","DET","D","23","2001-04-06","Zell","","DEU","DEU","76","204","2019","DET","1","6","6"
"247","Nate Schmidt","WPG","D","32","1991-07-16","St. Cloud","MN","USA","USA","72","195","-","-","-","-","-"
"496","Nathan Bastian","N.J","R","26","1997-12-06","Kitchener","ON","CAN","CAN","76","205","2016","N.J","2","11","41"
"286","Nathan MacKinnon","COL","C","28","1995-09-01","Halifax","NS","CAN","CAN","72","200","2013","COL","1","1","1"
"305","Nathan Walker","STL","L","30","1994-02-07","Cardiff","","GBR","AUS","69","187","2014","WSH","3","29","89"
"83","Nazem Kadri","CGY","C","33","1990-10-06","London","ON","CAN","CAN","72","185","2009","TOR","1","7","7"
"582","Neal Pionk","WPG","D","28","1995-07-29","Hermantown","MN","USA","USA","72","185","-","-","-","-","-"
"105","Nic Dowd","WSH","C","33","1990-05-27","Huntsville","AL","USA","USA","73","193","2009","L.A","7","17","198"
"278","Nic Petan","MIN","C","29","1995-03-22","Delta","BC","CAN","CAN","69","175","2013","WPG","2","13","43"
"267","Nicholas Paul","T.B","L","29","1995-03-20","Mississauga","ON","CAN","CAN","75","223","2013","DAL","4","10","101"
"724","Nicholas Robertson","TOR","L","22","2001-09-11","Pasadena","CA","USA","USA","69","183","2019","TOR","2","22","53"
"122","Nick Bjugstad","ARI","C","31","1992-07-17","Minneapolis","MN","USA","USA","78","209","2010","FLA","1","19","19"
"893","Nick Blankenburg","CBJ","D","25","1998-05-12","WASHINGTON","MI","USA","USA","69","177","-","-","-","-","-"
"34","Nick Bonino","NYR","C","35","1988-04-20","Hartford","CT","USA","USA","73","195","2007","S.J","6","22","173"
"159","Nick Cousins","FLA","C","30","1993-07-20","Belleville","ON","CAN","CAN","71","192","2011","PHI","3","7","68"
"579","Nick DeSimone","CGY, N.J","D","29","1994-11-21","East Amherst","NY","USA","USA","74","185","-","-","-","-","-"
"22","Nick Foligno","CHI","L","36","1987-10-31","Buffalo","NY","USA","USA","72","210","2006","OTT","1","28","28"
"104","Nick Jensen","WSH","D","33","1990-09-21","St. Paul","MN","USA","USA","73","205","2009","DET","5","29","150"
"86","Nick Leddy","STL","D","33","1991-03-20","Eden Prairie","MN","USA","USA","72","205","2009","MIN","1","16","16"
"597","Nick Perbix","T.B","D","25","1998-06-15","Minneapolis","MN","USA","USA","74","191","2017","T.B","6","14","169"
"330","Nick Schmaltz","ARI","C","28","1996-02-23","Madison","WI","USA","USA","72","181","2014","CHI","1","20","20"
"155","Nick Seeler","PHI","D","30","1993-06-03","Eden Prairie","MN","USA","USA","74","201","2011","MIN","5","10","131"
"557","Nick Suzuki","MTL","C","24","1999-08-10","London","ON","CAN","CAN","71","208","2017","VGK","1","13","13"
"31","Nicklas Backstrom","WSH","C","36","1987-11-23","Gävle","","SWE","SWE","73","202","2006","WSH","1","4","4"
"548","Nico Hischier","N.J","C","25","1999-01-04","Brig","","CHE","CHE","73","175","2017","N.J","1","1","1"
"690","Nico Sturm","S.J","C","28","1995-05-03","Augsburg","","DEU","DEU","75","209","-","-","-","-","-"
"340","Nicolas Aube-Kubel","WSH","R","27","1996-05-10","Slave Lake","AB","CAN","CAN","72","207","2014","PHI","2","18","48"
"99","Nicolas Deslauriers","PHI","L","33","1991-02-22","LaSalle","QC","CAN","CAN","73","220","2009","L.A","3","23","84"
"533","Nicolas Hague","VGK","D","25","1998-12-05","Kitchener","ON","CAN","CAN","78","230","2017","VGK","2","3","34"
"410","Nicolas Roy","VGK","C","27","1997-02-05","Amos","QC","CAN","CAN","76","202","2015","CAR","4","5","96"
"708","Nikita Alexandrov","STL","C","23","2000-09-16","Burgwedel","","DEU","DEU","73","177","-","-","-","-","-"
"169","Nikita Kucherov","T.B","R","30","1993-06-17","Maykop","","RUS","RUS","71","181","2011","T.B","2","28","58"
"756","Nikita Nesterenko","ANA","C","22","2001-09-10","Brooklyn","NY","USA","USA","74","183","2019","MIN","6","17","172"
"704","Nikita Okhotiuk","CGY, S.J","D","23","2000-12-04","Chelyabinsk","","RUS","RUS","73","195","2019","N.J","2","30","61"
"300","Nikita Zadorov","CGY, VAN","D","29","1995-04-16","Moscow","","RUS","RUS","78","248","2013","BUF","1","16","16"
"505","Nikita Zaitsev","CHI","D","32","1991-10-29","Moscow","","RUS","RUS","74","192","-","-","-","-","-"
"437","Niko Mikkola","FLA","D","27","1996-04-27","Finland","","FIN","FIN","76","209","2015","STL","5","6","127"
"759","Nikolai Knyzhov","S.J","D","27","1997-03-20","KEMEROVO","","RUS","RUS","75","222","-","-","-","-","-"
"322","Nikolaj Ehlers","WPG","L","28","1996-02-14","Aalborg","","DNK","DNK","72","169","2014","WPG","1","9","9"
"916","Nikolas Matinpalo","OTT","D","25","1998-10-05","Espoo","","Fin","","75","207","-","-","-","-","-"
"825","Nils Aman","VAN","C","24","2000-02-07","Avesta","","SWE","SWE","74","179","2020","COL","6","12","167"
"703","Nils Hoglander","VAN","L","23","2000-12-20","BOCKTRäSK","","SWE","SWE","69","185","2019","VAN","2","9","40"
"649","Nils Lundkvist","DAL","D","23","2000-07-27","Pitea","","SWE","SWE","71","190","2018","NYR","1","28","28"
"139","Nino Niederreiter","WPG","R","31","1992-09-08","Chur","","CHE","CHE","74","218","2010","NYI","1","5","5"
"593","Noah Cates","PHI","L","25","1999-02-05","Stillwater","MN","USA","USA","73","165","2017","PHI","5","13","137"
"644","Noah Dobson","NYI","D","24","2000-01-07","Summerside","PE","CAN","CAN","76","194","2018","NYI","1","12","12"
"490","Noah Gregor","TOR","C","25","1998-07-28","Beaumont","AB","CAN","CAN","72","190","2016","S.J","4","20","111"
"375","Noah Hanifin","CGY, VGK","D","27","1997-01-25","Boston","MA","USA","USA","75","207","2015","CAR","1","5","5"
"407","Noah Juulsen","VAN","D","27","1997-04-02","Surrey","BC","CAN","CAN","74","201","2015","MTL","1","26","26"
"430","Noel Acciari","PIT","C","32","1991-12-01","Johnston","RI","USA","USA","70","209","-","-","-","-","-"
"693","Nolan Foote","N.J","L","23","2000-11-29","Denver","CO","USA","USA","75","196","2019","T.B","1","27","27"
"858","Olen Zellweger","ANA","D","20","2003-09-10","Calgary","AB","CAN","CAN","69","175","2021","ANA","2","2","34"
"265","Oliver Bjorkstrand","SEA","R","29","1995-04-10","Herning","","DNK","DNK","72","175","2013","CBJ","3","28","89"
"82","Oliver Ekman-Larsson","FLA","D","32","1991-07-17","Karlskrona","","SWE","SWE","74","200","2009","PHX","1","6","6"
"393","Oliver Kylington","CGY","D","26","1997-05-19","Stockholm","","SWE","SWE","72","183","2015","CGY","2","30","60"
"616","Oliver Wahlstrom","NYI","R","23","2000-06-13","Portland","ME","USA","USA","74","204","2018","NYI","1","11","11"
"596","Olle Lycksell","PHI","R","24","1999-08-24","Oskarshamn","","SWE","SWE","70","163","2017","PHI","6","13","168"
"202","Olli Maatta","DET","D","29","1994-08-22","Jyväskylä","","FIN","FIN","74","207","2012","PIT","1","22","22"
"149","Ondrej Palat","N.J","L","33","1991-03-28","Frydek-Mistek","","CZE","CZE","72","194","2011","T.B","7","27","208"
"912","Ondrej Pavel","COL","C","-","-","-","-","-","-","-","-","-","-","-","-","-"
"361","Oskar Lindblom","S.J","L","27","1996-08-15","Gävle","","SWE","SWE","73","191","2014","PHI","5","18","138"
"843","Oskar Olausson","COL","R","21","2002-11-10","Stockholm","","SWE","SWE","73","180","2021","COL","1","28","28"
"514","Oskar Steen","BOS","C","26","1998-03-09","Karlstad","","SWE","SWE","70","193","2016","BOS","6","14","165"
"215","Oskar Sundqvist","STL","C","30","1994-03-23","Boden","","SWE","SWE","75","220","2012","PIT","3","20","81"
"837","Owen Power","BUF","D","21","2002-11-22","Mississauga","ON","CAN","CAN","78","218","2021","BUF","1","1","1"
"556","Owen Tippett","PHI","R","25","1999-02-16","Peterborough","ON","CAN","CAN","73","207","2017","FLA","1","10","10"
"609","Parker Kelly","OTT","L","24","1999-05-14","Camrose","AB","CAN","CAN","72","190","-","-","-","-","-"
"404","Parker Wotherspoon","BOS","D","26","1997-08-24","Surrey","BC","CAN","CAN","73","190","2015","NYI","4","21","112"
"37","Pat Maroon","BOS, MIN","L","35","1988-04-23","St. Louis","MO","USA","USA","75","234","2007","PHI","6","10","161"
"311","Patrick Brown","BOS","C","31","1992-05-29","Bloomfield Hills","MI","USA","USA","73","210","-","-","-","-","-"
"44","Patrick Kane","DET","R","35","1988-11-19","Buffalo","NY","USA","USA","70","177","2007","CHI","1","1","1"
"918","Patrik Koch","ARI","D","27","1996-12-08","Malacky","","SVK","SVK","73","190","-","-","-","-","-"
"467","Patrik Laine","CBJ","L","25","1998-04-19","Tampere","","FIN","FIN","77","205","2016","WPG","1","2","2"
